Sprite,Dex#,Species ID,BST,Available to catch?,Name,Form Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,BST,Showdown ID,Sprite URL
=IMAGE(R1275),875,EISCUE,470,1,Eiscue (Ice Face),-,Ice,,75,80,110,65,90,50,470,eiscue,https://play.pokemonshowdown.com/sprites/gen5/eiscue.png
=IMAGE(R1276),875,EISCUE,470,1,Eiscue (Noice Face),Noice Face,Ice,,75,80,70,65,50,130,470,eiscue-noice,https://play.pokemonshowdown.com/sprites/gen5/eiscue-noice.png
=IMAGE(R1277),876,INDEEDEE,475,1,Indeedee (Male),-,Psychic,Normal,60,65,55,105,95,95,475,indeedee,https://play.pokemonshowdown.com/sprites/gen5/indeedee.png
=IMAGE(R1278),876,INDEEDEE,475,1,Indeedee (Female),Female,Psychic,Normal,70,55,65,95,105,85,475,indeedee-f,https://play.pokemonshowdown.com/sprites/gen5/indeedee-f.png
=IMAGE(R1279),877,MORPEKO,436,1,Morpeko (Full Belly Mode),-,Electric,Dark,58,95,58,70,58,97,436,morpeko,https://play.pokemonshowdown.com/sprites/gen5/morpeko.png
=IMAGE(R1280),877,MORPEKO,436,1,Morpeko (Hangry Mode),Hangry Mode,Electric,Dark,58,95,58,70,58,97,436,morpeko-hangry,https://play.pokemonshowdown.com/sprites/gen5/morpeko-hangry.png
=IMAGE(R1281),878,CUFANT,330,1,Cufant,-,Steel,,72,80,49,40,49,40,330,cufant,https://play.pokemonshowdown.com/sprites/gen5/cufant.png
=IMAGE(R1282),879,COPPERAJAH,500,1,Copperajah,-,Steel,,122,130,69,80,69,30,500,copperajah,https://play.pokemonshowdown.com/sprites/gen5/copperajah.png
=IMAGE(R1283),880,DRACOZOLT,505,1,Dracozolt,-,Electric,Dragon,90,100,90,80,70,75,505,dracozolt,https://play.pokemonshowdown.com/sprites/gen5/dracozolt.png
=IMAGE(R1284),881,ARCTOZOLT,505,1,Arctozolt,-,Electric,Ice,90,100,90,90,80,55,505,arctozolt,https://play.pokemonshowdown.com/sprites/gen5/arctozolt.png
=IMAGE(R1285),882,DRACOVISH,505,1,Dracovish,-,Water,Dragon,90,90,100,70,80,75,505,dracovish,https://play.pokemonshowdown.com/sprites/gen5/dracovish.png
=IMAGE(R1286),883,ARCTOVISH,505,1,Arctovish,-,Water,Ice,90,90,100,80,90,55,505,arctovish,https://play.pokemonshowdown.com/sprites/gen5/arctovish.png
=IMAGE(R1287),884,DURALUDON,535,1,Duraludon,-,Steel,Dragon,70,95,115,120,50,85,535,duraludon,https://play.pokemonshowdown.com/sprites/gen5/duraludon.png
=IMAGE(R1288),885,DREEPY,270,1,Dreepy,-,Dragon,Ghost,28,60,30,40,30,82,270,dreepy,https://play.pokemonshowdown.com/sprites/gen5/dreepy.png
=IMAGE(R1289),886,DRAKLOAK,410,1,Drakloak,-,Dragon,Ghost,68,80,50,60,50,102,410,drakloak,https://play.pokemonshowdown.com/sprites/gen5/drakloak.png
=IMAGE(R1290),887,DRAGAPULT,600,1,Dragapult,-,Dragon,Ghost,88,120,75,100,75,142,600,dragapult,https://play.pokemonshowdown.com/sprites/gen5/dragapult.png
=IMAGE(R1291),888,ZACIAN,670,1,Zacian (Hero of Many Battles),-,Fairy,,92,130,115,80,115,138,670,zacian,https://play.pokemonshowdown.com/sprites/gen5/zacian.png
=IMAGE(R1292),888,ZACIAN,720,1,Zacian (Crowned Sword),Crowned Sword,Fairy,Steel,92,170,115,80,115,148,720,zacian-crowned,https://play.pokemonshowdown.com/sprites/gen5/zacian-crowned.png
=IMAGE(R1293),889,ZAMAZENTA,670,1,Zamazenta (Hero of Many Battles),-,Fighting,,92,130,115,80,115,138,670,zamazenta,https://play.pokemonshowdown.com/sprites/gen5/zamazenta.png
=IMAGE(R1294),889,ZAMAZENTA,720,1,Zamazenta (Crowned Shield),Crowned Shield,Fighting,Steel,92,130,145,80,145,128,720,zamazenta-crowned,https://play.pokemonshowdown.com/sprites/gen5/zamazenta-crowned.png
=IMAGE(R1295),890,ETERNATUS,690,1,Eternatus,-,Poison,Dragon,140,85,95,145,95,130,690,eternatus,https://play.pokemonshowdown.com/sprites/gen5/eternatus.png
=IMAGE(R1296),891,KUBFU,385,1,Kubfu,-,Fighting,,60,90,60,53,50,72,385,kubfu,https://play.pokemonshowdown.com/sprites/gen5/kubfu.png
=IMAGE(R1297),892,URSHIFU,550,1,Urshifu (Single Strike Style),-,Fighting,Dark,100,130,100,63,60,97,550,urshifu,https://play.pokemonshowdown.com/sprites/gen5/urshifu.png
=IMAGE(R1298),892,URSHIFU,550,1,Urshifu (Rapid Strike Style),Rapid Strike Style,Fighting,Water,100,130,100,63,60,97,550,urshifu-rapidstrike,https://play.pokemonshowdown.com/sprites/gen5/urshifu-rapidstrike.png
=IMAGE(R1299),893,ZARUDE,600,1,Zarude,-,Dark,Grass,105,120,105,70,95,105,600,zarude,https://play.pokemonshowdown.com/sprites/gen5/zarude.png
=IMAGE(R1300),894,REGIELEKI,580,1,Regieleki,-,Electric,,80,100,50,100,50,200,580,regieleki,https://play.pokemonshowdown.com/sprites/gen5/regieleki.png
=IMAGE(R1301),895,REGIDRAGO,580,1,Regidrago,-,Dragon,,200,100,50,100,50,80,580,regidrago,https://play.pokemonshowdown.com/sprites/gen5/regidrago.png
=IMAGE(R1302),896,GLASTRIER,580,1,Glastrier,-,Ice,,100,145,130,65,110,30,580,glastrier,https://play.pokemonshowdown.com/sprites/gen5/glastrier.png
=IMAGE(R1303),897,SPECTRIER,580,1,Spectrier,-,Ghost,,100,65,60,145,80,130,580,spectrier,https://play.pokemonshowdown.com/sprites/gen5/spectrier.png
=IMAGE(R1304),898,CALYREX,500,1,Calyrex,-,Psychic,Grass,100,80,80,80,80,80,500,calyrex,https://play.pokemonshowdown.com/sprites/gen5/calyrex.png
=IMAGE(R1305),898,CALYREX,680,1,Calyrex (Ice Rider),Ice Rider,Psychic,Ice,100,165,150,85,130,50,680,calyrex-icerider,https://play.pokemonshowdown.com/sprites/gen5/calyrex-icerider.png
=IMAGE(R1306),898,CALYREX,680,1,Calyrex (Shadow Rider),Shadow Rider,Psychic,Ghost,100,85,80,165,100,150,680,calyrex-shadowrider,https://play.pokemonshowdown.com/sprites/gen5/calyrex-shadowrider.png
=IMAGE(R1307),899,WYRDEER,525,1,Wyrdeer,-,Normal,Psychic,103,105,72,105,75,65,525,wyrdeer,https://play.pokemonshowdown.com/sprites/gen5/wyrdeer.png
=IMAGE(R1308),900,KLEAVOR,500,1,Kleavor,-,Bug,Rock,70,135,95,45,70,85,500,kleavor,https://play.pokemonshowdown.com/sprites/gen5/kleavor.png
=IMAGE(R1309),901,URSALUNA,550,1,Ursaluna,-,Ground,Normal,130,140,105,45,80,50,550,ursaluna,https://play.pokemonshowdown.com/sprites/gen5/ursaluna.png
=IMAGE(R1310),901,URSALUNA,555,1,Ursaluna (Bloodmoon Ursaluna),Bloodmoon Ursaluna,Ground,Normal,113,70,120,135,65,52,555,ursaluna-bloodmoon,https://play.pokemonshowdown.com/sprites/gen5/ursaluna-bloodmoon.png
=IMAGE(R1311),902,BASCULEGION,530,1,Basculegion (Male),-,Water,Ghost,120,112,65,80,75,78,530,basculegion,https://play.pokemonshowdown.com/sprites/gen5/basculegion.png
=IMAGE(R1312),902,BASCULEGION,530,1,Basculegion (Female),Female,Water,Ghost,120,92,65,100,75,78,530,basculegion-f,https://play.pokemonshowdown.com/sprites/gen5/basculegion-f.png
=IMAGE(R1313),903,SNEASLER,510,1,Sneasler,-,Fighting,Poison,80,130,60,40,80,120,510,sneasler,https://play.pokemonshowdown.com/sprites/gen5/sneasler.png
=IMAGE(R1314),904,OVERQWIL,510,1,Overqwil,-,Dark,Poison,85,115,95,65,65,85,510,overqwil,https://play.pokemonshowdown.com/sprites/gen5/overqwil.png
=IMAGE(R1315),905,ENAMORUS,580,1,Enamorus (Incarnate Forme),-,Fairy,Flying,74,115,70,135,80,106,580,enamorus,https://play.pokemonshowdown.com/sprites/gen5/enamorus.png
=IMAGE(R1316),905,ENAMORUS,580,1,Enamorus (Therian Form),Therian Form,Fairy,Flying,74,115,110,135,100,46,580,enamorus-therian,https://play.pokemonshowdown.com/sprites/gen5/enamorus-therian.png
=IMAGE(R1317),906,SPRIGATITO,310,1,Sprigatito,-,Grass,,40,61,54,45,45,65,310,sprigatito,https://play.pokemonshowdown.com/sprites/gen5/sprigatito.png
=IMAGE(R1318),907,FLORAGATO,410,1,Floragato,-,Grass,,61,80,63,60,63,83,410,floragato,https://play.pokemonshowdown.com/sprites/gen5/floragato.png
=IMAGE(R1319),908,MEOWSCARADA,530,1,Meowscarada,-,Grass,Dark,76,110,70,81,70,123,530,meowscarada,https://play.pokemonshowdown.com/sprites/gen5/meowscarada.png
=IMAGE(R1320),909,FUECOCO,310,1,Fuecoco,-,Fire,,67,45,59,63,40,36,310,fuecoco,https://play.pokemonshowdown.com/sprites/gen5/fuecoco.png
=IMAGE(R1321),910,CROCALOR,411,1,Crocalor,-,Fire,,81,55,78,90,58,49,411,crocalor,https://play.pokemonshowdown.com/sprites/gen5/crocalor.png
=IMAGE(R1322),911,SKELEDIRGE,530,1,Skeledirge,-,Fire,Ghost,104,75,100,110,75,66,530,skeledirge,https://play.pokemonshowdown.com/sprites/gen5/skeledirge.png
=IMAGE(R1323),912,QUAXLY,310,1,Quaxly,-,Water,,55,65,45,50,45,50,310,quaxly,https://play.pokemonshowdown.com/sprites/gen5/quaxly.png
=IMAGE(R1324),913,QUAXWELL,410,1,Quaxwell,-,Water,,70,85,65,65,60,65,410,quaxwell,https://play.pokemonshowdown.com/sprites/gen5/quaxwell.png
=IMAGE(R1325),914,QUAQUAVAL,530,1,Quaquaval,-,Water,Fighting,85,120,80,85,75,85,530,quaquaval,https://play.pokemonshowdown.com/sprites/gen5/quaquaval.png
=IMAGE(R1326),915,LECHONK,254,1,Lechonk,-,Normal,,54,45,40,35,45,35,254,lechonk,https://play.pokemonshowdown.com/sprites/gen5/lechonk.png
=IMAGE(R1327),916,OINKOLOGNE,489,1,Oinkologne (Male),-,Normal,,110,100,75,59,80,65,489,oinkologne,https://play.pokemonshowdown.com/sprites/gen5/oinkologne.png
=IMAGE(R1328),916,OINKOLOGNE,489,1,Oinkologne (Female),Female,Normal,,115,90,70,59,90,65,489,oinkologne-f,https://play.pokemonshowdown.com/sprites/gen5/oinkologne-f.png
=IMAGE(R1329),917,TAROUNTULA,210,1,Tarountula,-,Bug,,35,41,45,29,40,20,210,tarountula,https://play.pokemonshowdown.com/sprites/gen5/tarountula.png
=IMAGE(R1330),918,SPIDOPS,404,1,Spidops,-,Bug,,60,79,92,52,86,35,404,spidops,https://play.pokemonshowdown.com/sprites/gen5/spidops.png
=IMAGE(R1331),919,NYMBLE,210,1,Nymble,-,Bug,,33,46,40,21,25,45,210,nymble,https://play.pokemonshowdown.com/sprites/gen5/nymble.png
=IMAGE(R1332),920,LOKIX,450,1,Lokix,-,Bug,Dark,71,102,78,52,55,92,450,lokix,https://play.pokemonshowdown.com/sprites/gen5/lokix.png
=IMAGE(R1333),921,PAWMI,240,1,Pawmi,-,Electric,,45,50,20,40,25,60,240,pawmi,https://play.pokemonshowdown.com/sprites/gen5/pawmi.png
=IMAGE(R1334),922,PAWMO,350,1,Pawmo,-,Electric,Fighting,60,75,40,50,40,85,350,pawmo,https://play.pokemonshowdown.com/sprites/gen5/pawmo.png
=IMAGE(R1335),923,PAWMOT,490,1,Pawmot,-,Electric,Fighting,70,115,70,70,60,105,490,pawmot,https://play.pokemonshowdown.com/sprites/gen5/pawmot.png
=IMAGE(R1336),924,TANDEMAUS,305,1,Tandemaus,-,Normal,,50,50,45,40,45,75,305,tandemaus,https://play.pokemonshowdown.com/sprites/gen5/tandemaus.png
=IMAGE(R1337),925,MAUSHOLD,470,1,Maushold (Family of Four),-,Normal,,74,75,70,65,75,111,470,maushold,https://play.pokemonshowdown.com/sprites/gen5/maushold.png
=IMAGE(R1338),925,MAUSHOLD,470,1,Maushold (Family of Three),Family of Three,Normal,,74,75,70,65,75,111,470,maushold-three,https://play.pokemonshowdown.com/sprites/gen5/maushold-three.png
=IMAGE(R1339),926,FIDOUGH,312,1,Fidough,-,Fairy,,37,55,70,30,55,65,312,fidough,https://play.pokemonshowdown.com/sprites/gen5/fidough.png
=IMAGE(R1340),927,DACHSBUN,477,1,Dachsbun,-,Fairy,,57,80,115,50,80,95,477,dachsbun,https://play.pokemonshowdown.com/sprites/gen5/dachsbun.png
=IMAGE(R1341),928,SMOLIV,260,1,Smoliv,-,Grass,Normal,41,35,45,58,51,30,260,smoliv,https://play.pokemonshowdown.com/sprites/gen5/smoliv.png
=IMAGE(R1342),929,DOLLIV,354,1,Dolliv,-,Grass,Normal,52,53,60,78,78,33,354,dolliv,https://play.pokemonshowdown.com/sprites/gen5/dolliv.png
=IMAGE(R1343),930,ARBOLIVA,510,1,Arboliva,-,Grass,Normal,78,69,90,125,109,39,510,arboliva,https://play.pokemonshowdown.com/sprites/gen5/arboliva.png
=IMAGE(R1344),931,SQUAWKABILLY,417,1,Squawkabilly (Green Plumage),-,Normal,Flying,82,96,51,45,51,92,417,squawkabilly,https://play.pokemonshowdown.com/sprites/gen5/squawkabilly.png
=IMAGE(R1345),931,SQUAWKABILLY,417,1,Squawkabilly (Blue Plumage),Blue Plumage,Normal,Flying,82,96,51,45,51,92,417,squawkabilly-blue,https://play.pokemonshowdown.com/sprites/gen5/squawkabilly-blue.png
=IMAGE(R1346),931,SQUAWKABILLY,417,1,Squawkabilly (Yellow Plumage),Yellow Plumage,Normal,Flying,82,96,51,45,51,92,417,squawkabilly-yellow,https://play.pokemonshowdown.com/sprites/gen5/squawkabilly-yellow.png
=IMAGE(R1347),931,SQUAWKABILLY,417,1,Squawkabilly (White Plumage),White Plumage,Normal,Flying,82,96,51,45,51,92,417,squawkabilly-white,https://play.pokemonshowdown.com/sprites/gen5/squawkabilly-white.png
=IMAGE(R1348),932,NACLI,280,1,Nacli,-,Rock,,55,55,75,35,35,25,280,nacli,https://play.pokemonshowdown.com/sprites/gen5/nacli.png
=IMAGE(R1349),933,NACLSTACK,355,1,Naclstack,-,Rock,,60,60,100,35,65,35,355,naclstack,https://play.pokemonshowdown.com/sprites/gen5/naclstack.png
=IMAGE(R1350),934,GARGANACL,500,1,Garganacl,-,Rock,,100,100,130,45,90,35,500,garganacl,https://play.pokemonshowdown.com/sprites/gen5/garganacl.png
=IMAGE(R1351),935,CHARCADET,255,1,Charcadet,-,Fire,,40,50,40,50,40,35,255,charcadet,https://play.pokemonshowdown.com/sprites/gen5/charcadet.png
=IMAGE(R1352),936,ARMAROUGE,525,1,Armarouge,-,Fire,Psychic,85,60,100,125,80,75,525,armarouge,https://play.pokemonshowdown.com/sprites/gen5/armarouge.png
=IMAGE(R1353),937,CERULEDGE,525,1,Ceruledge,-,Fire,Ghost,75,125,80,60,100,85,525,ceruledge,https://play.pokemonshowdown.com/sprites/gen5/ceruledge.png
=IMAGE(R1354),938,TADBULB,272,1,Tadbulb,-,Electric,,61,31,41,59,35,45,272,tadbulb,https://play.pokemonshowdown.com/sprites/gen5/tadbulb.png
=IMAGE(R1355),939,BELLIBOLT,495,1,Bellibolt,-,Electric,,109,64,91,103,83,45,495,bellibolt,https://play.pokemonshowdown.com/sprites/gen5/bellibolt.png
=IMAGE(R1356),940,WATTREL,280,1,Wattrel,-,Electric,Flying,40,40,35,55,40,70,280,wattrel,https://play.pokemonshowdown.com/sprites/gen5/wattrel.png
=IMAGE(R1357),941,KILOWATTREL,490,1,Kilowattrel,-,Electric,Flying,70,70,60,105,60,125,490,kilowattrel,https://play.pokemonshowdown.com/sprites/gen5/kilowattrel.png
=IMAGE(R1358),942,MASCHIFF,340,1,Maschiff,-,Dark,,60,78,60,40,51,51,340,maschiff,https://play.pokemonshowdown.com/sprites/gen5/maschiff.png
=IMAGE(R1359),943,MABOSSTIFF,505,1,Mabosstiff,-,Dark,,80,120,90,60,70,85,505,mabosstiff,https://play.pokemonshowdown.com/sprites/gen5/mabosstiff.png
=IMAGE(R1360),944,SHROODLE,290,1,Shroodle,-,Poison,Normal,40,65,35,40,35,75,290,shroodle,https://play.pokemonshowdown.com/sprites/gen5/shroodle.png
=IMAGE(R1361),945,GRAFAIAI,485,1,Grafaiai,-,Poison,Normal,63,95,65,80,72,110,485,grafaiai,https://play.pokemonshowdown.com/sprites/gen5/grafaiai.png
=IMAGE(R1362),946,BRAMBLIN,275,1,Bramblin,-,Grass,Ghost,40,65,30,45,35,60,275,bramblin,https://play.pokemonshowdown.com/sprites/gen5/bramblin.png
=IMAGE(R1363),947,BRAMBLEGHAST,480,1,Brambleghast,-,Grass,Ghost,55,115,70,80,70,90,480,brambleghast,https://play.pokemonshowdown.com/sprites/gen5/brambleghast.png
=IMAGE(R1364),948,TOEDSCOOL,335,1,Toedscool,-,Ground,Grass,40,40,35,50,100,70,335,toedscool,https://play.pokemonshowdown.com/sprites/gen5/toedscool.png
=IMAGE(R1365),949,TOEDSCRUEL,515,1,Toedscruel,-,Ground,Grass,80,70,65,80,120,100,515,toedscruel,https://play.pokemonshowdown.com/sprites/gen5/toedscruel.png
=IMAGE(R1366),950,KLAWF,450,1,Klawf,-,Rock,,70,100,115,35,55,75,450,klawf,https://play.pokemonshowdown.com/sprites/gen5/klawf.png
=IMAGE(R1367),951,CAPSAKID,304,1,Capsakid,-,Grass,,50,62,40,62,40,50,304,capsakid,https://play.pokemonshowdown.com/sprites/gen5/capsakid.png
=IMAGE(R1368),952,SCOVILLAIN,486,1,Scovillain,-,Grass,Fire,65,108,65,108,65,75,486,scovillain,https://play.pokemonshowdown.com/sprites/gen5/scovillain.png
=IMAGE(R1369),952,SCOVILLAIN,586,1,Scovillain (Mega Scovillain),Mega Scovillain,Grass,Fire,65,138,85,138,85,75,586,scovillain-mega,https://play.pokemonshowdown.com/sprites/gen5/scovillain-mega.png
=IMAGE(R1370),953,RELLOR,270,1,Rellor,-,Bug,,41,50,60,31,58,30,270,rellor,https://play.pokemonshowdown.com/sprites/gen5/rellor.png
=IMAGE(R1371),954,RABSCA,470,1,Rabsca,-,Bug,Psychic,75,50,85,115,100,45,470,rabsca,https://play.pokemonshowdown.com/sprites/gen5/rabsca.png
=IMAGE(R1372),955,FLITTLE,255,1,Flittle,-,Psychic,,30,35,30,55,30,75,255,flittle,https://play.pokemonshowdown.com/sprites/gen5/flittle.png
=IMAGE(R1373),956,ESPATHRA,481,1,Espathra,-,Psychic,,95,60,60,101,60,105,481,espathra,https://play.pokemonshowdown.com/sprites/gen5/espathra.png
=IMAGE(R1374),957,TINKATINK,297,1,Tinkatink,-,Fairy,Steel,50,45,45,35,64,58,297,tinkatink,https://play.pokemonshowdown.com/sprites/gen5/tinkatink.png
=IMAGE(R1375),958,TINKATUFF,380,1,Tinkatuff,-,Fairy,Steel,65,55,55,45,82,78,380,tinkatuff,https://play.pokemonshowdown.com/sprites/gen5/tinkatuff.png
=IMAGE(R1376),959,TINKATON,506,1,Tinkaton,-,Fairy,Steel,85,75,77,70,105,94,506,tinkaton,https://play.pokemonshowdown.com/sprites/gen5/tinkaton.png
=IMAGE(R1377),960,WIGLETT,245,1,Wiglett,-,Water,,10,55,25,35,25,95,245,wiglett,https://play.pokemonshowdown.com/sprites/gen5/wiglett.png
=IMAGE(R1378),961,WUGTRIO,425,1,Wugtrio,-,Water,,35,100,50,50,70,120,425,wugtrio,https://play.pokemonshowdown.com/sprites/gen5/wugtrio.png
=IMAGE(R1379),962,BOMBIRDIER,485,1,Bombirdier,-,Flying,Dark,70,103,85,60,85,82,485,bombirdier,https://play.pokemonshowdown.com/sprites/gen5/bombirdier.png
=IMAGE(R1380),963,FINIZEN,315,1,Finizen,-,Water,,70,45,40,45,40,75,315,finizen,https://play.pokemonshowdown.com/sprites/gen5/finizen.png
=IMAGE(R1381),964,PALAFIN,457,1,Palafin (Zero Form),-,Water,,100,70,72,53,62,100,457,palafin,https://play.pokemonshowdown.com/sprites/gen5/palafin.png
=IMAGE(R1382),964,PALAFIN,650,1,Palafin (Hero Form),Hero Form,Water,,100,160,97,106,87,100,650,palafin-hero,https://play.pokemonshowdown.com/sprites/gen5/palafin-hero.png
=IMAGE(R1383),965,VAROOM,300,1,Varoom,-,Steel,Poison,45,70,63,30,45,47,300,varoom,https://play.pokemonshowdown.com/sprites/gen5/varoom.png
=IMAGE(R1384),966,REVAVROOM,500,1,Revavroom,-,Steel,Poison,80,119,90,54,67,90,500,revavroom,https://play.pokemonshowdown.com/sprites/gen5/revavroom.png
=IMAGE(R1385),966,REVAVROOM,500,1,Revavroom (Form 1),Form 1,Fire,,80,119,90,54,67,90,500,revavroom-form1,https://play.pokemonshowdown.com/sprites/gen5/revavroom-form1.png
=IMAGE(R1386),966,REVAVROOM,500,1,Revavroom (Form 2),Form 2,Fairy,,80,119,90,54,67,90,500,revavroom-form2,https://play.pokemonshowdown.com/sprites/gen5/revavroom-form2.png
=IMAGE(R1387),966,REVAVROOM,500,1,Revavroom (Form 3),Form 3,Fighting,,80,119,90,54,67,90,500,revavroom-form3,https://play.pokemonshowdown.com/sprites/gen5/revavroom-form3.png
=IMAGE(R1388),966,REVAVROOM,500,1,Revavroom (Form 4),Form 4,Poison,,80,119,90,54,67,90,500,revavroom-form4,https://play.pokemonshowdown.com/sprites/gen5/revavroom-form4.png
=IMAGE(R1389),966,REVAVROOM,500,1,Revavroom (Form 5),Form 5,Dark,,80,119,90,54,67,90,500,revavroom-form5,https://play.pokemonshowdown.com/sprites/gen5/revavroom-form5.png
=IMAGE(R1390),967,CYCLIZAR,501,1,Cyclizar,-,Dragon,Normal,70,95,65,85,65,121,501,cyclizar,https://play.pokemonshowdown.com/sprites/gen5/cyclizar.png
=IMAGE(R1391),968,ORTHWORM,480,1,Orthworm,-,Steel,,70,85,145,60,55,65,480,orthworm,https://play.pokemonshowdown.com/sprites/gen5/orthworm.png
=IMAGE(R1392),969,GLIMMET,350,1,Glimmet,-,Rock,Poison,48,35,42,105,60,60,350,glimmet,https://play.pokemonshowdown.com/sprites/gen5/glimmet.png
=IMAGE(R1393),970,GLIMMORA,525,1,Glimmora,-,Rock,Poison,83,55,90,130,81,86,525,glimmora,https://play.pokemonshowdown.com/sprites/gen5/glimmora.png
=IMAGE(R1394),970,GLIMMORA,625,1,Glimmora (Mega Glimmora),Mega Glimmora,Rock,Poison,83,90,105,150,96,101,625,glimmora-mega,https://play.pokemonshowdown.com/sprites/gen5/glimmora-mega.png
=IMAGE(R1395),971,GREAVARD,290,1,Greavard,-,Ghost,,50,61,60,30,55,34,290,greavard,https://play.pokemonshowdown.com/sprites/gen5/greavard.png
=IMAGE(R1396),972,HOUNDSTONE,488,1,Houndstone,-,Ghost,,72,101,100,50,97,68,488,houndstone,https://play.pokemonshowdown.com/sprites/gen5/houndstone.png
=IMAGE(R1397),973,FLAMIGO,500,1,Flamigo,-,Flying,Fighting,82,115,74,75,64,90,500,flamigo,https://play.pokemonshowdown.com/sprites/gen5/flamigo.png
=IMAGE(R1398),974,CETODDLE,334,1,Cetoddle,-,Ice,,108,68,45,30,40,43,334,cetoddle,https://play.pokemonshowdown.com/sprites/gen5/cetoddle.png
=IMAGE(R1399),975,CETITAN,521,1,Cetitan,-,Ice,,170,113,65,45,55,73,521,cetitan,https://play.pokemonshowdown.com/sprites/gen5/cetitan.png
=IMAGE(R1400),976,VELUZA,478,1,Veluza,-,Water,Psychic,90,102,73,78,65,70,478,veluza,https://play.pokemonshowdown.com/sprites/gen5/veluza.png
=IMAGE(R1401),977,DONDOZO,530,1,Dondozo,-,Water,,150,100,115,65,65,35,530,dondozo,https://play.pokemonshowdown.com/sprites/gen5/dondozo.png
=IMAGE(R1402),978,TATSUGIRI,475,1,Tatsugiri (Curly Form),-,Dragon,Water,68,50,60,120,95,82,475,tatsugiri,https://play.pokemonshowdown.com/sprites/gen5/tatsugiri.png
=IMAGE(R1403),978,TATSUGIRI,475,1,Tatsugiri (Droopy Form),Droopy Form,Dragon,Water,68,50,60,120,95,82,475,tatsugiri-droopy,https://play.pokemonshowdown.com/sprites/gen5/tatsugiri-droopy.png
=IMAGE(R1404),978,TATSUGIRI,475,1,Tatsugiri (Stretchy Form),Stretchy Form,Dragon,Water,68,50,60,120,95,82,475,tatsugiri-stretchy,https://play.pokemonshowdown.com/sprites/gen5/tatsugiri-stretchy.png
=IMAGE(R1405),978,TATSUGIRI,575,1,Tatsugiri (Mega Tatsugiri (Curly Form)),Mega Tatsugiri (Curly Form),Dragon,Water,68,65,90,135,125,92,575,tatsugiri-mega,https://play.pokemonshowdown.com/sprites/gen5/tatsugiri-mega.png
=IMAGE(R1406),978,TATSUGIRI,575,1,Tatsugiri (Mega Tatsugiri (Droopy Form)),Mega Tatsugiri (Droopy Form),Dragon,Water,68,65,90,135,125,92,575,tatsugiri-mega,https://play.pokemonshowdown.com/sprites/gen5/tatsugiri-mega.png
=IMAGE(R1407),978,TATSUGIRI,575,1,Tatsugiri (Mega Tatsugiri (Stretchy Form)),Mega Tatsugiri (Stretchy Form),Dragon,Water,68,65,90,135,125,92,575,tatsugiri-mega,https://play.pokemonshowdown.com/sprites/gen5/tatsugiri-mega.png
=IMAGE(R1408),979,ANNIHILAPE,535,1,Annihilape,-,Fighting,Ghost,110,115,80,50,90,90,535,annihilape,https://play.pokemonshowdown.com/sprites/gen5/annihilape.png
=IMAGE(R1409),980,CLODSIRE,430,1,Clodsire,-,Poison,Ground,130,75,60,45,100,20,430,clodsire,https://play.pokemonshowdown.com/sprites/gen5/clodsire.png
=IMAGE(R1410),981,FARIGIRAF,520,1,Farigiraf,-,Normal,Psychic,120,90,70,110,70,60,520,farigiraf,https://play.pokemonshowdown.com/sprites/gen5/farigiraf.png
=IMAGE(R1411),982,DUDUNSPARCE,520,1,Dudunsparce (Two-Segment Form),-,Normal,,125,100,80,85,75,55,520,dudunsparce,https://play.pokemonshowdown.com/sprites/gen5/dudunsparce.png
=IMAGE(R1412),982,DUDUNSPARCE,520,1,Dudunsparce (Three-Segment Form),Three-Segment Form,Normal,,125,100,80,85,75,55,520,dudunsparce-three,https://play.pokemonshowdown.com/sprites/gen5/dudunsparce-three.png
=IMAGE(R1413),983,KINGAMBIT,550,1,Kingambit,-,Dark,Steel,100,135,120,60,85,50,550,kingambit,https://play.pokemonshowdown.com/sprites/gen5/kingambit.png
